source,target,weight,interaction
IL7R,NSFL1C,111.0,physical association
IL7R,P4HB,111.0,physical association
IL7R,PARK7,111.0,physical association
IL7R,PDIA3,111.0,physical association
IL7R,PDIA6,111.0,physical association
IL7R,PDLIM1,111.0,physical association
IL7R,PEBP1,111.0,physical association
IL7R,PFN1,111.0,physical association
IL7R,PLEK,111.0,physical association
IL7R,PPBP,111.0,physical association
IL7R,PRDX2,111.0,physical association
IL7R,PRDX3,111.0,physical association
IL7R,PRDX6,111.0,physical association
IL7R,PSMA5,111.0,physical association
IL7R,PSME1,111.0,physical association
IL7R,PSME2,111.0,physical association
IL7R,RAD21,247.0,physical association
IL7R,RELA,25.0,physical association
IL7R,RPSA,111.0,physical association
IL7R,S100A4,111.0,physical association
IL7R,SH3BGRL,111.0,physical association
IL7R,SOD1,111.0,physical association
IL7R,SOD2,111.0,physical association
IL7R,SRI,111.0,physical association
IL7R,STAT1,111.0,physical association
IL7R,STAT3,111.0,physical association
IL7R,STAT5A,111.0,physical association
IL7R,TAGLN2,111.0,physical association
IL7R,TF,111.0,physical association
IL7R,TPM3,111.0,physical association
IL7R,TPM4,111.0,physical association
IL7R,TSLP,2.0,physical association
IL7R,TTR,111.0,physical association
IL7R,TUBA1A,111.0,physical association
IL7R,TUBA1B,111.0,physical association
IL7R,TUBA1C,111.0,physical association
IL7R,TUBA3C,111.0,physical association
IL7R,TUBA4A,111.0,physical association
IL7R,TUBA8,111.0,physical association
IL7R,TUBB,111.0,physical association
IL7R,TUBB1,111.0,physical association
IL7R,TUBB2A,111.0,physical association
IL7R,TUBB3,111.0,physical association
IL7R,TUBB4A,111.0,physical association
IL7R,TUBB4B,111.0,physical association
IL7R,TUBB6,111.0,physical association
IL7R,TUBBP1,111.0,physical association
IL7R,TXN,111.0,physical association
IL7R,VCL,111.0,physical association
IL7R,VCP,111.0,physical association
IL7R,YWHAB,111.0,physical association
IL7R,YWHAZ,111.0,physical association
IL7R,ZYX,111.0,physical association
REL,CD40,14.0,physical association
REL,CD83,6.0,physical association
REL,IL2RA,5.0,physical association
TRAF1,CD40,34.0,physical association
TRAF1,TNFRSF13C,4.0,physical association
TRAF1,TNFRSF18,7.0,physical association
TRAF1,TNFRSF1B,14.0,physical association
TRAF1,TNFRSF4,23.0,physical association
TRAF1,TNFRSF8,15.0,physical association
TRAF1,TNFRSF9,23.0,physical association
TRAF2,CD40,51.0,physical association
TRAF2,TNFRSF10B,8.0,physical association
TRAF2,TNFRSF11A,11.0,physical association
TRAF2,TNFRSF13B,51.0,physical association
TRAF2,TNFRSF18,7.0,physical association
TRAF2,TNFRSF1A,13.0,physical association
TRAF2,TNFRSF1B,14.0,physical association
TRAF2,TNFRSF4,23.0,physical association
TRAF2,TNFRSF8,15.0,physical association
TRAF2,TNFRSF9,23.0,physical association
ACTR3B,TLR9,2130.0,physical association
SQSTM1,TNFRSF1A,13.0,physical association
SRC,TLR3,10.0,physical association
SRC,TLR4,6.0,physical association
SRC,TNFRSF1A,32.0,physical association
ADAM17,IL1R2,2.0,physical association
ADAM17,IL6R,2.0,physical association
PRKD1,TLR5,1.0,physical association
IKBKG,TNFRSF1A,8.0,physical association
STAT1,CD200,3.0,physical association
STAT1,CD40,15.0,physical association
STAT1,TLR8,3.0,physical association
IRAK1,IL1R1,26.0,physical association
IRAK1,IL1RAP,12.0,physical association
IRAK1,TLR2,5.0,physical association
IRAK1,TLR4,2.0,physical association
IRAK1,TLR5,1.0,physical association
IRAK1,TNFRSF13B,51.0,physical association
IRAK2,IL1R1,12.0,physical association
IRAK2,IL1RAP,5.0,physical association
IRAK2,TLR3,3.0,physical association
SNTA1,IL2RA,184.0,physical association
GPRASP1,CXCR2,51.0,physical association
SLC9A3R1,CD44,2.0,physical association
HMGB1,TLR9,4.0,physical association
AGER,TLR9,4.0,physical association
CIRBP,TLR2,10.0,physical association
CIRBP,TLR4,10.0,physical association
STAT3,CCR2,10.0,physical association
STAT3,CD46,2.0,physical association
RAF1,IL2RB,1.0,physical association
LY96,TLR2,3.0,physical association
LY96,TLR4,10.0,physical association
AHSG,TLR4,3.0,physical association
IRF1,CD200,3.0,physical association
IRF1,CD38,1.0,physical association
IRF1,CD83,6.0,physical association
IRF1,CXCR4,2.0,physical association
IRF1,IL2RA,17.0,physical association
IRF1,TLR3,8.0,physical association
PRDM1,TNFRSF10B,42.0,physical association
CTNNB1,CD36,7.0,physical association
CREB1,CD14,1.0,physical association
CREB1,IL1RAPL1,171.0,physical association
CREB1,TLR9,5.0,physical association
CD40,AKNA,4.0,physical association
CD40,BCL2A1,14.0,physical association
CD40,CAV1,2.0,physical association
CD40,CBL,9.0,physical association
CD40,CD40LG,14.0,physical association
CD40,HSPA4,5.0,physical association
CD40,HSPA8,5.0,physical association
CD40,IL4R,23.0,physical association
CD40,JAK3,4.0,physical association
CD40,KPNA1,4.0,physical association
CD40,KPNB1,4.0,physical association
CD40,TAB2,27.0,physical association
CD40,TNFSF13B,14.0,physical association
CD40,TRAF3,34.0,physical association
CD40,TRAF3IP2,7.0,physical association
CD40,TRAF5,51.0,physical association
CD40,TRAF6,51.0,physical association
CD40,Macrophage,1.0,expresses
CD40,Dendritic_cell,1.0,expresses
CD40,T_cell,1.0,expresses
CD40,B_cell,1.0,expresses
CASP3,CD247,7.0,protein cleavage
PPP2CA,CXCR2,1.0,physical association
PRKCZ,TLR2,3.0,physical association
EGFR,TLR2,12.0,physical association
EGFR,TLR4,12.0,physical association
TRAF3,TLR3,788.0,physical association
TRAF3,TLR4,788.0,physical association
TRAF3,TNFRSF13C,5.0,physical association
TRAF3,TNFRSF18,7.0,physical association
TRAF3,TNFRSF4,23.0,physical association
TRAF3,TNFRSF8,15.0,physical association
TRAF3,TNFRSF9,23.0,physical association
IL1B,IL1R1,3.0,physical association
IL1B,IL1R2,3.0,physical association
IL1B,IL1RAP,2.0,physical association
CEBPD,CXCR4,77.0,physical association
CEBPD,TLR8,3.0,physical association
RELA,CD200,3.0,physical association
RELA,CD44,8.0,physical association
RELA,CD69,22.0,physical association
RELA,CD83,6.0,physical association
RELA,CXCR4,12.0,physical association
RELA,IL2RA,22.0,physical association
RIPK1,TNFRSF1A,13.0,physical association
IRF2,CD83,6.0,physical association
IRF2,CXCR4,2.0,physical association
IRF2,TLR3,8.0,physical association
AZI2,TNFRSF1A,11.0,physical association
MBL2,TLR4,4.0,physical association
CXCR1,APH1A,5.0,physical association
CXCR1,BSG,5.0,physical association
CXCR1,CXCL5,6.0,physical association
CXCR1,CXCL6,6.0,physical association
CXCR1,CXCR2,6.0,physical association
CXCR1,LASP1,6.0,physical association
CXCR1,MMP1,5.0,physical association
CXCR1,NCSTN,5.0,physical association
CXCR1,PSEN1,5.0,physical association
CXCR1,TMED2,5.0,physical association
LGALS9,CD44,3.0,physical association
EP300,CD69,46.0,physical association
GATA3,CCR1,103.0,physical association
GATA3,CCR2,103.0,physical association
GATA3,CCR3,103.0,physical association
GATA3,CCR5,103.0,physical association
GATA3,CCR9,103.0,physical association
GATA3,CXCR3,103.0,physical association
GATA3,CXCR6,103.0,physical association
GATA3,IL1R1,103.0,physical association
GATA3,IL1RL1,103.0,physical association
GATA3,IL1RL2,103.0,physical association
GATA3,IL2RA,103.0,physical association
GATA3,IL4R,103.0,physical association
PIK3R1,CCR2,10.0,physical association
PIK3R1,CD14,4.0,physical association
PIK3R1,CD28,6.0,physical association
PIK3R1,TLR2,4.0,physical association
PIK3R1,TLR3,10.0,physical association
PIK3R1,TLR5,4.0,physical association
HRAS,TLR2,2.0,physical association
TIRAP,TLR1,13.0,physical association
TIRAP,TLR2,13.0,physical association
TIRAP,TLR4,788.0,physical association
ERAP1,TNFRSF1A,3.0,physical association
TNFRSF1A,ARFGEF2,3.0,physical association
TNFRSF1A,BIRC2,10.0,physical association
TNFRSF1A,BRE,9.0,physical association
TNFRSF1A,CASP8,2.0,physical association
TNFRSF1A,CHUK,13.0,physical association
TNFRSF1A,DAB2IP,16.0,physical association
TNFRSF1A,FADD,2.0,physical association
TNFRSF1A,GNB2L1,7.0,physical association
TNFRSF1A,IKBKB,10.0,physical association
TNFRSF1A,JAK1,4.0,physical association
TNFRSF1A,JAK2,11.0,physical association
TNFRSF1A,LTA,5.0,physical association
TNFRSF1A,MAP3K7,11.0,physical association
TNFRSF1A,MAPKAP1,5.0,physical association
TNFRSF1A,PRKCB,10.0,physical association
TNFRSF1A,PRKCD,10.0,physical association
TNFRSF1A,RALBP1,11.0,physical association
TNFRSF1A,SH3KBP1,32.0,physical association
TNFRSF1A,TNF,434.0,physical association
TNFRSF1A,TRADD,16.0,physical association
FLOT1,CD48,6.0,physical association
FLOT1,CXCR4,6.0,physical association
GZMB,CD247,7.0,protein cleavage
RAC1,IL1R1,10.0,physical association
RAC1,TLR2,1.0,physical association
CXCR2,ARPC3,4.0,physical association
CXCR2,BRF1,4.0,physical association
CXCR2,CXCL5,11.0,physical association
CXCR2,CXCL6,6.0,physical association
CXCR2,DNAH5,4.0,physical association
CXCR2,GTF3A,4.0,physical association
CXCR2,IQGAP1,4.0,physical association
CXCR2,LASP1,6.0,physical association
CXCR2,NIPSNAP1,4.0,physical association
CXCR2,PPBP,11.0,physical association
CXCR2,PPP2R1A,1.0,physical association
CXCR2,ST13,5.0,physical association
CXCR2,VASP,4.0,physical association
CXCR2,VCP,4.0,physical association
CXCR2,YWHAG,4.0,physical association
TRAF6,IL1R1,26.0,physical association
TRAF6,TLR3,26.0,physical association
TRAF6,TNFRSF11A,13.0,physical association
TRAF6,TNFRSF13B,51.0,physical association
TRAF6,TNFRSF17,51.0,physical association
CIITA,CD74,9.0,physical association
ATF1,CXCR4,2.0,physical association
ELAVL1,CD83,3.0,physical association
ELAVL1,TLR4,1.0,physical association
FADD,TNFRSF10A,18.0,physical association
FADD,TNFRSF10B,8.0,physical association
MYD88,IL1R1,26.0,physical association
MYD88,IL1RAP,12.0,physical association
MYD88,TLR1,13.0,physical association
MYD88,TLR10,6.0,physical association
MYD88,TLR2,20.0,physical association
MYD88,TLR3,5.0,physical association
MYD88,TLR4,13.0,physical association
MYD88,TLR5,20.0,physical association
MYD88,TLR6,13.0,physical association
MYD88,TLR7,20.0,physical association
MYD88,TLR8,20.0,physical association
MYD88,TLR9,17.0,physical association
MYD88,TNFRSF13B,51.0,physical association
TICAM1,TLR2,4.0,physical association
TICAM1,TLR3,8.0,physical association
TICAM1,TLR4,8.0,physical association
TICAM1,TLR5,2.0,physical association
SP1,CXCR4,3.0,physical association
TBX21,CCR1,103.0,physical association
TBX21,CCR2,103.0,physical association
TBX21,CCR3,103.0,physical association
TBX21,CCR5,103.0,physical association
TBX21,CCR9,103.0,physical association
TBX21,CXCR3,103.0,physical association
TBX21,CXCR6,103.0,physical association
TBX21,IL1R1,103.0,physical association
TBX21,IL1RL1,103.0,physical association
TBX21,IL1RL2,103.0,physical association
TBX21,IL2RA,103.0,physical association
TBX21,IL4R,103.0,physical association
RUNX1,CD69,2.0,physical association
ITGAM,CD14,9.0,physical association
MAP3K7,TLR3,26.0,physical association
MAP3K7,TNFRSF11A,13.0,physical association
KLF4,CXCR4,3.0,physical association
CCL11,CCR2,2.0,physical association
CCL11,CCR3,9.0,physical association
CCL11,CCR5,24.0,physical association
IL3RA,IL3,8.0,physical association
IRF4,CD68,27.0,physical association
IRF4,TLR4,27.0,physical association
IRF8,CD74,15.0,physical association
IRF8,TLR3,5.0,physical association
IRF8,TLR4,5.0,physical association
PTPN6,CD19,6.0,physical association
PTPN6,CD22,7.0,physical association
PTPN6,CD33,25.0,physical association
PTPN6,CD46,2.0,physical association
PTPN6,IL2RB,4.0,physical association
PTPN6,IL4R,1.0,physical association
PTPN6,TLR10,20.0,physical association
PTPN6,TLR2,3.0,physical association
STAT5A,IL2RA,4.0,physical association
STAT5A,IL2RB,15.0,physical association
STAT5A,IL4R,14.0,physical association
TLR1,DHX36,20.0,physical association
TLR1,ECHS1,20.0,physical association
TLR1,FLNA,20.0,physical association
TLR1,HSP90B1,5.0,physical association
TLR1,HSPD1,20.0,physical association
TLR1,TLR10,6.0,physical association
TLR1,TLR2,8.0,physical association
TLR1,TLR4,2.0,physical association
TLR1,TRAP1,20.0,physical association
TLR7,CD14,8.0,physical association
TLR7,TLR8,2.0,physical association
TNFRSF10B,CASP8,19.0,physical association
TNFRSF10B,DDX5,8.0,physical association
TNFRSF10B,DGCR8,8.0,physical association
TNFRSF10B,DROSHA,8.0,physical association
TNFRSF10B,HNRNPA1,8.0,physical association
TNFRSF10B,ILF2,8.0,physical association
TNFRSF10B,ILF3,8.0,physical association
TNFRSF10B,IRF5,3.0,physical association
TNFRSF10B,NFKB2,23.0,physical association
TNFRSF10B,TNFSF10,18.0,physical association
BIRC2,TNFRSF1B,34.0,physical association
RIPK2,TLR2,1.0,physical association
RIPK2,TLR4,3.0,physical association
TNF,TNFRSF1B,434.0,physical association
TNFSF14,TNFRSF14,2.0,physical association
CASP8,TLR3,9.0,physical association
CASP8,TNFRSF10A,19.0,physical association
BMPR2,CD44,3.0,physical association
CD44,CEBPB,3.0,physical association
CD44,HYAL2,2.0,physical association
CD44,ROCK1,2.0,physical association
CD44,TLR2,1.0,physical association
CD44,VCAN,6.0,physical association
BMX,TNFRSF1B,2.0,physical association
TLR6,CD36,6.0,physical association
TLR6,TRAP1,20.0,physical association
TLR8,CD14,8.0,physical association
TLR8,CEBPB,3.0,physical association
TLR8,MIR16-1,3.0,physical association
TLR8,MIR21,3.0,physical association
TLR8,MIR29A,3.0,physical association
TLR8,TLR9,2.0,physical association
CCL18,CCR3,1.0,physical association
CCL18,CCR8,1.0,physical association
SCARF1,TLR3,1.0,physical association
C3,CD46,5.0,protein cleavage
CD46,C4B,2.0,physical association
CD46,CD9,2.0,physical association
CD46,CFI,2.0,protein cleavage
CD46,GOPC,3.0,physical association
CD46,STK39,2.0,physical association
TRAF4,TNFRSF4,23.0,physical association
TRAF4,TNFRSF9,23.0,physical association
CAMLG,TNFRSF13B,51.0,physical association
VDR,CD14,6.0,physical association
CAPZA1,TLR9,2130.0,physical association
CAPZA2,TLR9,2130.0,physical association
CAPZB,TLR9,2130.0,physical association
IL37,IL1RAPL1,2.0,physical association
IL33,IL1RAP,5.0,physical association
IL33,IL1RL1,13.0,physical association
IRF5,CD83,6.0,physical association
TNFRSF10A,TNFSF10,18.0,physical association
CAT,TLR10,20.0,physical association
TLR10,ECHS1,20.0,physical association
TLR10,FLNA,20.0,physical association
TLR10,FUT7,20.0,physical association
TLR10,GLDC,20.0,physical association
TLR10,LUC7L3,20.0,physical association
TLR10,TLR2,6.0,physical association
CD33,CBL,4.0,physical association
CD33,CBLB,4.0,physical association
CD33,CD14,1.0,physical association
CD33,CRKL,25.0,physical association
CD33,LEP,3.0,physical association
CD33,MUC2,1.0,physical association
CD33,PTPN11,25.0,physical association
CD33,SOCS3,4.0,physical association
CD33,SYK,25.0,physical association
CD33,ZAP70,4.0,physical association
PKN1,TNFRSF1B,10.0,physical association
CCR8,CCL1,2.0,physical association
CCR2,CCL16,16.0,physical association
CCR2,CCL26,1.0,physical association
CCR2,CCR5,10.0,physical association
CCR2,CXCR4,7.0,physical association
CCR2,DEFB103B,4.0,physical association
CCR2,DEFB106A,1.0,physical association
CCR2,DEFB4A,4.0,physical association
CCR3,CCL24,3.0,physical association
CCR3,CCL26,8.0,physical association
CCR3,GATA1,3.0,physical association
CCR3,GATA2,3.0,physical association
CCR5,CCL16,16.0,physical association
CCR5,CCL26,2.0,physical association
CCR5,CEBPB,4.0,physical association
CCR5,CXCR4,7.0,physical association
CCR5,STAT5B,10.0,physical association
PPARG,CD36,7.0,physical association
JUN,CXCR4,2.0,physical association
CCL16,CCR1,16.0,physical association
CCR4,CCL17,3.0,physical association
CCR4,CCL22,4.0,physical association
EEF1A1,TLR2,3.0,physical association
CCL22,CCR7,1.0,physical association
CCR10,CCL19,23.0,physical association
CCR7,CCL19,3.0,physical association
CCR7,CCL21,3.0,physical association
CCR1,CCL23,7.0,physical association
CCR1,CCL26,2.0,physical association
CCR1,CREB3,2.0,physical association
CCR1,PLP2,3.0,physical association
CCL20,CCR6,7.0,physical association
POLR2F,CD70,146.0,physical association
STAT5B,IL2RA,18.0,physical association
STAT5B,IL2RB,15.0,physical association
STAT5B,IL4R,14.0,physical association
TCF4,CD36,7.0,physical association
TCF4,IL2RA,1.0,physical association
DEFB4A,CCR6,1.0,physical association
TLR2,CCT3,3.0,physical association
TLR2,CD14,5.0,physical association
TLR2,CLEC7A,4.0,physical association
TLR2,CYBB,2.0,physical association
TLR2,DCN,2.0,physical association
TLR2,DHX8,3.0,physical association
TLR2,EEF2,3.0,physical association
TLR2,HLA-DRA,1.0,physical association
TLR2,HSP90AB1,3.0,physical association
TLR2,HSP90B1,5.0,physical association
TLR2,HSPA8,3.0,physical association
TLR2,HSPA9,3.0,physical association
TLR2,LYN,4.0,physical association
TLR2,MARCKSL1,3.0,physical association
TLR2,MIR105-1,1.0,physical association
TLR2,NEU1,3.0,physical association
TLR2,PSMD2,20.0,physical association
TLR2,RPS27A,3.0,physical association
TLR2,SFTPA1,2.0,physical association
TLR2,SFTPD,2.0,physical association
TLR2,SNAPIN,1.0,physical association
TLR2,TFG,3.0,physical association
TLR2,TRIP6,8.0,physical association
TLR2,TUBB,3.0,physical association
TLR2,TUBB2A,3.0,physical association
TLR2,TUBB4B,3.0,physical association
TLR2,UBA1,3.0,physical association
TLR2,VIM,3.0,physical association
TLR2,YWHAQ,3.0,physical association
CD14,CD36,9.0,physical association
CD14,CD47,9.0,physical association
CD14,CD55,9.0,physical association
CD14,CD81,9.0,physical association
CD14,FCGR1A,9.0,physical association
CD14,FCGR2A,9.0,physical association
CD14,FCGR3A,9.0,physical association
CD14,LBP,2.0,physical association
CD14,LTF,3.0,physical association
CD14,LYN,4.0,physical association
CD14,MZF1,1.0,physical association
CD14,TLR3,8.0,physical association
CD14,TLR4,9.0,physical association
CD14,TLR9,8.0,physical association
LYN,CD22,6.0,physical association
LYN,CD72,5.0,physical association
TLR3,NEU1,3.0,physical association
TLR3,RALBP1,11.0,physical association
TLR3,TAB3,26.0,physical association
TLR3,TMED7,8.0,physical association
CXCR4,CD164,3.0,physical association
CXCR4,CD4,1.0,physical association
CXCR4,CXCL12,1.0,physical association
CXCR4,FTH1,1.0,physical association
CXCR4,GNA11,18.0,physical association
CXCR4,HADHA,6.0,physical association
CXCR4,HSPA1B,6.0,physical association
CXCR4,HSPA8,1.0,physical association
CXCR4,ITGA4,3.0,physical association
CXCR4,ITGA5,3.0,physical association
CXCR4,JAK2,5.0,physical association
CXCR4,JAK3,5.0,physical association
CXCR4,KTN1,6.0,physical association
CXCR4,LASP1,6.0,physical association
CXCR4,MOGS,6.0,physical association
CXCR4,NPM1,6.0,physical association
CXCR4,NRF1,4.0,physical association
CXCR4,PHB2,6.0,physical association
CXCR4,PIK3CG,18.0,physical association
CXCR4,PLEC,1.0,physical association
CXCR4,PPIA,2.0,physical association
CXCR4,SP3,3.0,physical association
CXCR4,USF1,9.0,physical association
CXCR4,USF2,9.0,physical association
CXCR4,ZAP70,18.0,physical association
CD180,LY86,2.0,physical association
CD19,CD22,6.0,physical association
LGALS1,CD2,3.0,physical association
LGALS1,CD4,8.0,physical association
LGALS1,CD7,8.0,physical association
CD22,PTPRC,3.0,physical association
CD22,SH2D1A,23.0,physical association
CD22,SYK,7.0,physical association
SH2D1A,CD244,23.0,physical association
SH2D1A,CD247,1.0,physical association
SH2D1A,CD5,23.0,physical association
SH2D1A,CD84,23.0,physical association
NCR1,CD247,6.0,physical association
SYK,CD247,2.0,physical association
SYK,TLR4,5.0,physical association
ZAP70,CD247,2.0,physical association
CD248,LGALS3BP,2.0,physical association
CD274,PDCD1,5.0,physical association
CD36,PTK2,6.0,physical association
CD36,PXN,6.0,physical association
CD36,TLR4,6.0,physical association
CD36,WNT1,7.0,physical association
CLEC7A,CD37,1.0,physical association
CLEC7A,CD63,1.0,physical association
CD4,IL16,5.0,physical association
CD4,PIP,2.0,physical association
IL4R,IL13,2.0,physical association
IL4R,IL13RA1,2.0,physical association
IL4R,IL2RG,4.0,physical association
IL4R,IL4,4.0,physical association
IL4R,JAK1,13.0,physical association
IL4R,JAK2,8.0,physical association
IL4R,JAK3,23.0,physical association
IL4R,STAT6,6.0,physical association
JAK3,IL2RB,3.0,physical association
JAK3,IL2RG,3.0,physical association
TAB2,CD82,43.0,physical association
TAB2,TNFRSF11A,13.0,physical association
TNFSF13B,TNFRSF13C,21.0,physical association
TNFSF13B,TNFRSF17,21.0,physical association
TRAF3IP2,TNFRSF13C,7.0,physical association
CD9,IL16,2.0,physical association
CD9,LST1,2.0,physical association
SIRPA,CD47,2.0,physical association
CD63,TSC1,43.0,physical association
CD68,ELF1,27.0,physical association
CD68,FLI1,27.0,physical association
CD68,SPI1,27.0,physical association
KCNH8,CD69,2.0,physical association
CTLA4,CD80,4.0,physical association
CD81,GFI1,51.0,physical association
CD81,LST1,2.0,physical association
CD83,GORASP2,1.0,physical association
ELK1,TLR9,5.0,physical association
RARA,CXCR5,8.0,physical association
CSF2RB,IL5RA,3.0,physical association
TLR9,CEBPA,5.0,physical association
TLR9,ELOF1,5.0,physical association
TLR9,ELOVL1,2130.0,physical association
TLR9,ERC1,2130.0,physical association
TLR9,ETS2,5.0,physical association
TLR9,KRT31,2130.0,physical association
TLR9,KRT36,2130.0,physical association
TLR9,KRT82,2130.0,physical association
TLR9,KRT85,2130.0,physical association
TLR9,LYAR,2130.0,physical association
TLR9,RNF216,17.0,physical association
TLR9,VRK3,2130.0,physical association
IL4,IL2RG,4.0,physical association
MIR146A,TLR4,1.0,physical association
RAD21,TNFRSF14,247.0,physical association
IL2RB,CISH,4.0,physical association
IL2RB,IL15,3.0,physical association
IL2RB,IL2,19.0,physical association
IL2RB,IL2RA,6.0,physical association
IL2RB,IL2RG,6.0,physical association
IL2RB,JAK1,13.0,physical association
IL2RB,SOCS3,10.0,physical association
IL2RB,STAT4,15.0,physical association
IL2RB,VCP,3.0,physical association
TLR4,CNPY3,2.0,physical association
TLR4,DCN,2.0,physical association
TLR4,F2RL1,1.0,physical association
TLR4,HSP90B1,5.0,physical association
TLR4,HSPA14,1.0,physical association
TLR4,IRAK4,18.0,physical association
TLR4,LY86,5.0,physical association
TLR4,MAL,3.0,physical association
TLR4,MIRLET7B,1.0,physical association
TLR4,MYH9,3.0,physical association
TLR4,NEU1,3.0,physical association
TLR4,NOX4,2.0,physical association
TLR4,RNF216,17.0,physical association
TLR4,SFTPA1,6.0,physical association
TLR4,SFTPA2,6.0,physical association
TLR4,SFTPD,2.0,physical association
TLR4,SIGIRR,10.0,physical association
TLR4,SPI1,10.0,physical association
TLR4,STK11IP,788.0,physical association
TLR4,TICAM2,788.0,physical association
TLR4,TLR5,1.0,physical association
TLR4,TMED7,8.0,physical association
TLR4,TREM1,1.0,physical association
TLR4,UBQLN1,4.0,physical association
TLR4,Pathogen,1.0,recognizes
TLR4,Macrophage,1.0,expresses
TLR4,Dendritic_cell,1.0,expresses
TRAF5,TNFRSF11A,11.0,physical association
TRAF5,TNFRSF13B,51.0,physical association
TRAF5,TNFRSF17,51.0,physical association
TRAF5,TNFRSF4,23.0,physical association
