source,target,weight,interaction
IRF7,IFNA7,20.0,physical association
IRF7,IFNB1,20.0,physical association
IRF7,IFNL1,16.0,physical association
IRF7,IFNL3,16.0,physical association
CTNNB1,IL2,3.0,physical association
CREB1,IFNG,20.0,physical association
CREB1,IL2,4.0,physical association
NFAT5,TNF,41.0,physical association
SMARCB1,CSF2,24.0,physical association
SMARCB1,IL3,24.0,physical association
CASP3,IL18,2.0,cleavage reaction
CASP3,IL33,13.0,protein cleavage
KHSRP,TNF,10.0,physical association
ALDOA,IFNA4,619.0,physical association
IKZF3,IL2,9.0,physical association
RELB,CCL17,14.0,physical association
RELB,CCL19,40.0,physical association
RELB,CCL22,40.0,physical association
RELB,IFNB1,7.0,physical association
RELB,IFNL1,16.0,physical association
RELB,IFNL3,16.0,physical association
RELB,TNF,6.0,physical association
TRIM23,CXCL14,619.0,physical association
RELA,CCL11,6.0,physical association
RELA,CCL19,40.0,physical association
RELA,CCL22,40.0,physical association
RELA,CSF2,18.0,physical association
RELA,CXCL10,5.0,physical association
RELA,CXCL11,6.0,physical association
RELA,CXCL2,25.0,physical association
RELA,CXCL3,25.0,physical association
RELA,IFNB1,13.0,physical association
RELA,IFNG,5.0,physical association
RELA,IFNL1,16.0,physical association
RELA,IFNL3,16.0,physical association
RELA,IL10,14.0,physical association
RELA,IL2,22.0,physical association
RELA,IL27,3.0,physical association
RELA,IL33,1.0,physical association
RELA,IL4,10.0,physical association
RELA,TNF,25.0,physical association
RIPK1,TNF,21.0,physical association
ANXA5,IFNGR2,3.0,physical association
IFNGR2,IFNG,6.0,physical association
IFNGR2,IFNGR1,2.0,physical association
AP2M1,IFNAR1,7.0,physical association
IFNAR1,CDC34,23.0,ubiquitination reaction
IFNAR1,FBXW11,23.0,physical association
IFNAR1,IFNAR2,3.0,physical association
IFNAR1,JAK1,8.0,physical association
IFNAR1,MAPK14,1.0,phosphorylation reaction
IFNAR1,PRMT1,6.0,physical association
IFNAR1,PTPN6,8.0,physical association
IFNAR1,STAT6,8.0,physical association
IFNAR1,TYK2,8.0,physical association
IRF2,CXCL10,4.0,physical association
IRF2,CXCL11,6.0,physical association
IRF2,IFNB1,12.0,physical association
IRF2,IFNGR1,1.0,physical association
IRF2,IL4,20.0,physical association
IRF2,IL7,8.0,physical association
CXCR1,CXCL5,6.0,physical association
CXCR1,CXCL6,6.0,physical association
NFATC1,CSF2,6.0,physical association
NFATC1,IL10,10.0,physical association
NFATC1,IL13,10.0,physical association
NFATC1,IL2,40.0,physical association
NFATC1,IL3,6.0,physical association
NFATC1,IL4,10.0,physical association
NFATC1,IL5,10.0,physical association
NFATC1,TNF,41.0,physical association
EP300,IFNA1,20.0,physical association
EP300,IFNA14,20.0,physical association
EP300,IFNA2,20.0,physical association
EP300,IFNA7,20.0,physical association
EP300,IFNB1,20.0,physical association
EP300,IFNG,46.0,physical association
EP300,IL2,46.0,physical association
EP300,IL4,46.0,physical association
EP300,TNF,46.0,physical association
GATA3,IFNG,103.0,physical association
GATA3,IL13,103.0,physical association
GATA3,IL4,10.0,physical association
GATA3,IL5,3.0,physical association
TNFRSF1A,TNF,434.0,physical association
CASP1,IL18,6.0,cleavage reaction
CASP1,IL33,6.0,protein cleavage
CASP1,IL37,10.0,protein cleavage
GZMB,IL33,3.0,protein cleavage
CXCR2,CXCL5,11.0,physical association
CXCR2,CXCL6,6.0,physical association
ATF4,IL2,1.0,physical association
ATF1,IFNG,20.0,physical association
FOS,CSF2,4.0,physical association
FOS,IL2,10.0,physical association
ATF2,IFNB1,13.0,physical association
ATF2,IFNG,20.0,physical association
CREBBP,IFNA1,20.0,physical association
CREBBP,IFNA14,20.0,physical association
CREBBP,IFNA2,20.0,physical association
CREBBP,IFNA7,20.0,physical association
CREBBP,IFNAR2,21.0,physical association
CREBBP,IFNB1,20.0,physical association
CREBBP,TNF,25.0,physical association
IFNB1,BRCA1,9.0,physical association
IFNB1,ELF4,23.0,physical association
IFNB1,GTF2B,12.0,physical association
IFNB1,HMGA1,18.0,physical association
IFNB1,IRF5,1.0,physical association
IFNB1,IRF8,3.0,physical association
IFNB1,JUN,13.0,physical association
IFNB1,MAFB,21.0,physical association
IFNB1,POLR2F,146.0,physical association
IFNB1,TBP,12.0,physical association
IFNG,CREM,6.0,physical association
IFNG,CTCF,4.0,physical association
IFNG,IDO1,12.0,physical association
IFNG,IFNGR1,6.0,physical association
IFNG,JUN,20.0,physical association
IFNG,NFKBIZ,3.0,physical association
IFNG,PROX1,1.0,physical association
IFNG,STAT4,6.0,physical association
IFNG,TBX21,103.0,physical association
SMAD3,IL37,2.0,physical association
ELAVL1,CSF2,4.0,physical association
ELAVL1,IL13,3.0,physical association
ELAVL1,TNF,1.0,physical association
HNRNPD,CSF2,9.0,physical association
HNRNPD,CXCL5,21.0,physical association
MMP1,CXCL2,32.0,protein cleavage
MMP1,CXCL5,32.0,protein cleavage
MMP1,CXCL6,32.0,protein cleavage
BRCA1,IFNA1,9.0,physical association
ZFP36,TNF,2.0,physical association
NFATC4,TNF,41.0,physical association
SP1,IL10,3.0,physical association
SP1,IL2,40.0,physical association
SP1,TNF,40.0,physical association
TBX21,IL13,103.0,physical association
RUNX1,CSF2,24.0,physical association
RUNX1,IL2,1.0,physical association
RUNX1,IL3,24.0,physical association
CCL11,CCR2,2.0,physical association
CCL11,CCR3,9.0,physical association
CCL11,CCR5,24.0,physical association
CCL11,NR3C1,6.0,physical association
CCL11,PPARG,6.0,physical association
CCL11,STAT6,11.0,physical association
IFNAR2,GNB2L1,6.0,physical association
IFNAR2,IFNA2,3.0,physical association
IFNAR2,IFNW1,3.0,physical association
IFNAR2,IL10,10.0,physical association
IFNAR2,IL10RA,10.0,physical association
IFNAR2,IL22,3.0,physical association
IFNAR2,IRF9,21.0,physical association
IFNAR2,JAK1,13.0,physical association
IFNAR2,MAPKAP1,5.0,physical association
IFNAR2,PCBP2,5.0,physical association
IL3RA,IL3,8.0,physical association
IRF4,IL4,5.0,physical association
IRF8,IFNL1,16.0,physical association
IRF8,IFNL3,16.0,physical association
STAT5A,IL5,6.0,physical association
STAT5A,IL9,6.0,physical association
CMA1,IL33,3.0,protein cleavage
BGN,TNF,4.0,physical association
BIRC2,TNF,21.0,physical association
TNF,CEBPB,25.0,physical association
TNF,CHUK,15.0,physical association
TNF,CREM,6.0,physical association
TNF,EGR4,40.0,physical association
TNF,ETS1,5.0,physical association
TNF,JUN,5.0,physical association
TNF,LITAF,7.0,physical association
TNF,LRRFIP1,10.0,physical association
TNF,MIR187,2.0,physical association
TNF,MIR203A,5.0,physical association
TNF,NFATC2,41.0,physical association
TNF,NFATC3,41.0,physical association
TNF,NFKB2,4.0,physical association
TNF,POLR2A,25.0,physical association
TNF,POLR2F,146.0,physical association
TNF,SIRT1,6.0,physical association
TNF,TBP,25.0,physical association
TNF,TNFRSF1B,434.0,physical association
TNF,TRADD,21.0,physical association
HDAC3,IL16,10.0,physical association
CCL18,C14orf1,2592.0,physical association
CCL18,CCR3,1.0,physical association
CCL18,CCR8,1.0,physical association
CCL18,CRMP1,2592.0,physical association
CCL18,EEF1A1,2592.0,physical association
CCL18,PITPNM3,2.0,physical association
CCL18,TLE1,2592.0,physical association
CCL18,UNC119,2592.0,physical association
CTSG,IL33,7.0,protein cleavage
NR3C1,CSF2,1.0,physical association
NR3C1,IL5,2.0,physical association
GAPDH,CSF1,1.0,physical association
PRTN3,CXCL14,1.0,protein cleavage
PRTN3,IL18,5.0,protein cleavage
PRTN3,IL32,3.0,protein cleavage
PRTN3,IL33,7.0,protein cleavage
CSNK2A1,IL16,4.0,phosphorylation reaction
IL37,CASP4,10.0,protein cleavage
IL37,IL18BP,2.0,physical association
IL37,IL18R1,10.0,physical association
IL37,IL1RAPL1,2.0,physical association
CASP4,IL18,6.0,cleavage reaction
CASP5,IL18,6.0,cleavage reaction
IL33,CASP7,13.0,protein cleavage
IL33,IL1RAP,5.0,physical association
IL33,IL1RL1,13.0,physical association
IRF5,CCL19,24.0,physical association
IRF5,IFNA1,12.0,physical association
IRF5,IFNA14,12.0,physical association
IRF5,IL10,4.0,physical association
CCR8,CCL1,2.0,physical association
CCL1,STAT6,11.0,physical association
CCR2,CCL16,16.0,physical association
CCR2,CCL26,1.0,physical association
CCR3,CCL24,3.0,physical association
CCR3,CCL26,8.0,physical association
CCR5,CCL16,16.0,physical association
CCR5,CCL26,2.0,physical association
MMP12,CXCL2,32.0,protein cleavage
MMP12,CXCL3,32.0,protein cleavage
MMP12,CXCL5,32.0,protein cleavage
MMP12,CXCL6,32.0,protein cleavage
JUN,CSF2,4.0,physical association
JUN,IL11,4.0,physical association
JUN,IL13,10.0,physical association
JUN,IL2,10.0,physical association
JUN,IL4,10.0,physical association
CCL16,CCR1,16.0,physical association
CCR4,CCL17,3.0,physical association
CCR4,CCL22,4.0,physical association
CCL17,POLR2F,146.0,physical association
CCL17,STAT6,3.0,physical association
CCL17,VCAM1,6.0,physical association
CCL22,CCL19,2.0,physical association
CCL22,CCR7,1.0,physical association
CCL22,DPP4,2.0,protein cleavage
CCL22,VCAM1,6.0,physical association
CCR10,CCL19,23.0,physical association
CCR7,CCL19,3.0,physical association
CCR7,CCL21,3.0,physical association
CCRL2,CCL19,2.0,physical association
CCL19,IRF9,24.0,physical association
CCL19,NFKB2,24.0,physical association
CCR1,CCL23,7.0,physical association
CCR1,CCL26,2.0,physical association
KLF6,CXCL2,9.0,physical association
VCAN,CCL20,16.0,physical association
VCAN,CXCL10,16.0,physical association
VCAN,CXCL12,16.0,physical association
CCL20,CCR6,7.0,physical association
CCL20,CTSB,4.0,cleavage reaction
CCL20,CTSD,4.0,cleavage reaction
CTSD,CCL21,3.0,protein cleavage
CCL23,FPR2,1.0,physical association
CCL26,CX3CR1,1.0,physical association
CCL26,STAT6,8.0,physical association
CEBPB,IL4,10.0,physical association
POLR2F,CXCL10,146.0,physical association
POLR2F,CXCL11,146.0,physical association
POLR2F,IFNL2,146.0,physical association
POLR2F,IFNL3,146.0,physical association
PIGR,CXCL5,6.0,physical association
SKP2,IL16,10.0,physical association
JUND,IL11,4.0,physical association
JUND,IL21,3.0,physical association
JUND,IL5,3.0,physical association
CXCR4,CXCL12,1.0,physical association
CD4,IL16,5.0,physical association
HSPA8,IL13,9.0,physical association
HSPA8,IL16,10.0,physical association
IL4R,IL13,2.0,physical association
IL4R,IL4,4.0,physical association
EGR3,IL4,10.0,physical association
NFATC2,IL10,10.0,physical association
NFATC2,IL13,5.0,physical association
NFATC2,IL2,40.0,physical association
NFATC2,IL4,5.0,physical association
CD9,IL16,2.0,physical association
CDK1,IL16,4.0,phosphorylation reaction
IL16,DMRTB1,3001.0,physical association
IL16,EFEMP2,3001.0,physical association
IL16,FCGR1A,1.0,physical association
IL16,GABPA,10.0,physical association
IL16,GABPB1,10.0,physical association
IL16,PPP1R12A,21.0,physical association
IL16,PPP1R12B,21.0,physical association
IL16,PPP1R12C,21.0,physical association
IL16,SSSCA1,3001.0,physical association
IL16,USHBP1,3001.0,physical association
NFKB2,IFNL1,16.0,physical association
NFKB2,IFNL3,16.0,physical association
CSF2RB,IL5,3.0,physical association
CSF3,CEBPA,1.0,physical association
IL18BP,IL18,3.0,physical association
IL4,CEBPG,1.0,physical association
IL4,CREM,6.0,physical association
IL4,CYP2E1,1.0,physical association
IL4,IL2RG,4.0,physical association
IL4,MYB,5.0,physical association
PRG2,CSF2,1.0,physical association
CSF2RA,CSF2,2.0,physical association
ETS1,IL5,1.0,physical association
IL2RB,IL15,3.0,physical association
IL2RB,IL2,19.0,physical association
IFNA1,CR2,3.0,physical association
IL2,CREM,9.0,physical association
IL2,EGR4,40.0,physical association
IL2,FOXK2,3.0,physical association
IL2,FOXP3,3.0,physical association
IL2,HDAC1,9.0,physical association
IL2,HMGA1,18.0,physical association
IL2,IL2RA,19.0,physical association
IL2,IL2RG,5.0,physical association
IL2,ILF3,13.0,physical association
IL2,MSN,1.0,physical association
IL2,NFATC3,2.0,physical association
IL2,POU2F1,6.0,physical association
IL2,RPS3,22.0,physical association
IL2,TCF7,3.0,physical association
IL2,XRCC5,13.0,physical association
IL2,XRCC6,13.0,physical association
CSF2,CREM,6.0,physical association
CSF2,HMGA1,18.0,physical association
CSF2,HNRNPA0,10.0,physical association
CSF2,HNRNPA1,10.0,physical association
CSF2,HNRNPA2B1,10.0,physical association
CSF2,HNRNPC,9.0,physical association
CSF2,ILF2,10.0,physical association
CSF2,ILF3,10.0,physical association
CSF2,PABPC1,10.0,physical association
CSF2,POU2F1,6.0,physical association
CSF2,SDC2,4.0,physical association
CSF2,SYNCRIP,10.0,physical association
SPI1,IL10,3.0,physical association
CXCL10,IRF9,2.0,physical association
CXCL10,PIAS1,22.0,physical association
CXCL10,PRMT1,22.0,physical association
PIAS1,CXCL9,22.0,physical association
CXCL2,MMP9,32.0,protein cleavage
CXCL5,MMP8,12.0,protein cleavage
CXCL6,MMP9,32.0,protein cleavage
CXCL9,PRMT1,22.0,physical association
ILF3,IL13,9.0,physical association
FOSL2,IL11,4.0,physical association
IL15,IL15RA,1.0,physical association
ELF4,IFNA2,23.0,physical association
EMG1,IL13,9.0,physical association
FOSL1,IL11,4.0,physical association
POLR2A,IFNA4,4.0,physical association
IL13,G3BP1,9.0,physical association
IL13,IL13RA1,2.0,physical association
IL13,IL13RA2,3.0,physical association
IL13,ILF2,9.0,physical association
IL13,KHDRBS1,9.0,physical association
IL13,MYB,5.0,physical association
IL13,PUF60,9.0,physical association
IL5,IL5RA,4.0,physical association
IL5,POU2F1,3.0,physical association
IL5,POU2F2,3.0,physical association
IL6ST,IL11,1.0,physical association
H2AFY,IL24,16.0,physical association
STAT6,IL19,1.0,physical association
HNRNPA1,IL10,6.0,physical association
IDO1,IFNGR1,12.0,physical association
IFI16,IFNA4,4.0,physical association
IFNGR1,JAK1,13.0,physical association
MIR208B,IFNL2,4.0,physical association
MIR208B,IFNL3,4.0,physical association
MIR499A,IFNL2,4.0,physical association
MIR499A,IFNL3,4.0,physical association
IL10RA,IL10,2.0,physical association
IL10,MIRLET7C,1.0,physical association
IL10,SPIB,3.0,physical association
IL11RA,IL11,6.0,physical association
IL11,MAGEA11,3001.0,physical association
STAT4,IL21,15.0,physical association
IL2RG,IL21,5.0,physical association
IL2RG,IL7,4.0,physical association
IL17RB,IL25,12.0,physical association
IL17RA,IL25,12.0,physical association
IL18,IL18R1,10.0,physical association
IL20RB,IL19,2.0,physical association
IL20RB,IL20,2.0,physical association
IL20RB,IL24,3.0,physical association
RUNX1T1,IL19,2.0,physical association
IL26,IL20RA,1.0,physical association
IL22,IL22RA1,4.0,physical association
IL22,IL22RA2,4.0,physical association
IL24,MIR203A,5.0,physical association
IL24,PELP1,16.0,physical association
IL3,POU2F1,6.0,physical association
ITGAV,IL32,2.0,physical association
IL32,PXN,2.0,physical association
