node,type,degree,in_degree,out_degree,betweenness,closeness,pagerank,kcore,community
SUZ12,protein,268,,,0.023419797832421138,0.001123796980092537,0.022917652214782595,9,8
ABLIM2,protein,1,,,0.0,0.0010568176948301492,3.9560014916558745e-05,1,0
GRAMD3,protein,1,,,0.0,3.7637809663902825e-07,0.00013406984319340627,1,33
TMEM79,protein,1,,,0.0,3.7637809663902825e-07,0.00013406984319340627,1,33
ABR,protein,1,,,0.0,0.0009300060973653217,6.669607248924703e-05,1,2
IKBKAP,protein,36,,,0.004777788438633648,0.0011171157569672616,0.0027089000445883428,7,11
ACACA,protein,3,,,0.0,0.001080358134321344,0.00017937000505383578,3,8
TBKBP1,protein,10,,,0.000685733936511122,0.0010674425981120645,0.00043309930039899056,5,1
ADRB2,protein,157,,,0.03605560617980631,0.0011258739804451481,0.00431048131983887,8,6
ACAN,protein,1,,,0.0,8.736676568233443e-05,0.00017470300489168413,1,65
AKT1,protein,83,,,0.029648543386620894,0.0011300952915354139,0.0008302197121571688,9,1
ACAP1,protein,8,,,0.00019417757875320893,0.0011260268428011702,5.337480679925575e-05,4,2
NOD1,protein,16,,,0.00034493269911112386,0.001125918760932393,7.918613973749611e-05,7,10
SLC2A4,protein,2,,,0.0,0.0011216246787950394,3.3282641766342025e-05,2,2
LNX1,protein,5,,,0.0009920101877157696,0.0006600299655072888,0.0003768075548019835,2,5
HIF1A,protein,45,,,0.05327041088321454,0.0011296342006681048,0.0007649531119988567,9,2
AGT,protein,4,,,0.0012651968708431635,0.0011284675106177373,0.00013715461586469554,2,10
LYL1,protein,78,,,0.009581468559037378,0.0009482078911692888,0.0031868331656189296,6,4
ACHE,protein,3,,,0.002325775612111059,0.0011275485866640888,2.6770866978619975e-05,3,12
SMAD4,protein,36,,,0.0014020953532209916,0.0011250445865778817,0.0012653980506902303,9,2
COMMD3-BMI1,protein,193,,,0.02625021424792805,0.0011259735990337878,0.016866446733662534,9,9
CCL2,cytokine,20,,,0.0005811867339506505,0.001125679820565496,0.00017421904506132168,8,0
ACKR1,protein,5,,,1.3456395203172316e-05,0.0011212064966965895,5.402128423838478e-05,4,0
CXCL1,cytokine,6,,,4.129785032503284e-08,0.0011161471829370885,9.082228782380981e-05,5,0
CXCL8,cytokine,47,,,0.012528328696864406,0.0011290422831711144,0.00038073364681123366,9,1
PF4,protein,4,,,0.0018874876274342053,0.0011266361910397692,8.138910955493125e-05,4,0
ACKR2,protein,9,,,0.0,0.0011041395506284594,0.00015614298322256357,6,0
CCL14,cytokine,9,,,0.0002715482224494479,0.001124831100870916,5.586349601286838e-05,6,0
CCL3,cytokine,7,,,0.000378614591123337,0.001126986092411627,7.089503252559477e-05,6,0
CCL4,cytokine,7,,,0.0003595363033176957,0.001127453271269143,6.69723321850644e-05,6,0
CCL5,cytokine,18,,,3.7810017109139516e-05,0.001124714128649719,0.00019474081010094699,9,0
NFKB1,protein,84,,,0.08188362411405041,0.001130677714690149,0.0010990279674546394,9,0
YY1,protein,22,,,0.002025091834180031,0.0011266840064645958,0.0004892115494320774,9,9
CCL13,cytokine,7,,,1.2387900947850528e-06,0.001116204890723674,9.709837744707811e-05,6,0
ACKR4,protein,9,,,0.0005803483680194004,0.0011243729276959296,0.00014848910204416134,6,0
CCL25,cytokine,1,,,0.0,0.0010956026510133064,5.189666108603828e-05,1,0
CCL7,cytokine,12,,,0.0004956661119553525,0.0011300725042562177,0.00013242025550441703,6,0
CCL8,cytokine,10,,,1.2387900947850528e-06,0.0011162356556786862,0.00013904444041063112,6,0
ACO1,protein,1,,,0.0,0.0008524024429987367,6.374233359277508e-05,1,0
CDK2,protein,57,,,0.005105851363574896,0.0011198507424527184,0.0017857414408967499,9,6
ACSL3,protein,3,,,0.0,0.0008524024429987367,0.00014343316880857974,3,1
ACSL4,protein,2,,,0.0,0.0007287228744615554,0.00014078251121001195,2,3
FSCN1,protein,5,,,0.008001683808207068,0.0011287749170087677,2.940620535919861e-05,4,5
ACTA2,protein,1,,,0.0,0.0010739096507067722,4.771580102250268e-05,1,5
ACTG1,protein,19,,,0.0005551389368309909,0.0011227536261980127,0.0008761101146265528,8,5
ATF3,protein,8,,,6.309783002192684e-05,0.0011256170184706475,4.463899383465386e-05,6,0
CAP2,protein,2,,,0.0,0.0006601910429946312,6.837872873968076e-05,2,5
CFL1,protein,7,,,4.254841903205848e-06,0.0011194512730661567,0.000209553795737951,5,6
CFL2,protein,3,,,0.0,0.001000159917422998,0.0002504507473932765,3,5
CLEC9A,protein,6,,,0.007130737484877248,0.0011284204616847312,2.9710243315254424e-05,4,5
DSTN,protein,2,,,0.0,0.0006601910429946312,6.837872873968076e-05,2,5
EHHADH,protein,2,,,0.0,0.0006601910429946312,6.837872873968076e-05,2,5
ACTB,protein,22,,,0.008041195928118583,0.001128346338886829,0.00038425021341634437,7,5
SMARCA4,protein,26,,,0.0003967542328934841,0.0011216119814147075,0.0004407241253374493,9,9
WDYHV1,protein,5,,,0.0005999229601259051,0.0006612413451742451,0.00027213534796364304,3,5
CCDC22,protein,1,,,0.0,0.0006582314248565832,3.9762222553951406e-05,1,5
EZH2,protein,161,,,0.02458595747372452,0.0011268796572917429,0.012110832109193514,9,8
IL7R,receptor,112,,,0.01598769571991268,0.0011272347482466577,0.002516896609246727,9,5
LGALS13,protein,3,,,0.0003595283969297395,0.0011233246382715686,2.7126789393872966e-05,3,5
TSGA10,protein,11,,,0.0006782474651124995,0.0011024307441106541,0.00013172287044542315,7,1
ACTL6A,protein,5,,,0.0,0.0010265209899759406,0.00015929707460873876,5,5
ING3,protein,7,,,4.071619046129998e-08,0.0010266923267528828,8.136747860122837e-05,5,2
KAT5,protein,17,,,0.003882729799770333,0.001126216550364716,0.000253523291583162,5,2
MORF4L1,protein,9,,,0.0,0.001027501915603699,0.0002088447807106941,5,3
LMNA,protein,11,,,0.0020845179844448357,0.0010998967250155445,0.00025607086971349063,4,6
EPM2AIP1,protein,1,,,0.0,0.0005870591053512395,4.627753327754695e-05,1,9
ACTN1,protein,11,,,0.0010268704666720778,0.0009303616536422461,0.0005299936445081707,4,9
KCTD6,protein,2,,,0.0,0.0005872409114130106,8.903887885223159e-05,2,2
MICALL2,protein,2,,,0.0,0.0006569765014967985,0.0001094786158025729,2,2
MYOZ2,protein,3,,,0.0,0.0006569800021606124,0.00015626694303535278,3,2
OAS1,protein,4,,,0.0,0.0011262629584498525,4.976628526175348e-05,4,9
SPERT,protein,1,,,0.0,0.0005870591053512395,4.627753327754695e-05,1,9
BRMS1L,protein,1,,,0.0,0.000656912407047943,8.940653325877857e-05,1,2
FAM154A,protein,1,,,0.0,0.000656912407047943,8.940653325877857e-05,1,2
MOS,protein,1,,,0.0,0.000656912407047943,8.940653325877857e-05,1,2
NOS3,protein,8,,,0.004664996108516137,0.0011227402216657442,2.988755887663721e-05,3,2
PDLIM3,protein,1,,,0.0,0.000656912407047943,8.940653325877857e-05,1,2
SNAI1,protein,7,,,0.018315950801019037,0.0011294796675996744,0.00015830253110459705,4,2
SP100,protein,3,,,0.0,0.001108472368662853,0.00010997181890454625,3,2
REL,protein,45,,,0.005700371132842972,0.0011290792742010387,0.0004861263196672869,9,2
TRAF1,protein,36,,,0.0015951822925703454,0.001127026611708364,0.0010600569623449119,9,1
TRAF2,protein,64,,,0.008664891671281257,0.0011282047753427076,0.0012845274851036677,9,7
BMP7,protein,11,,,0.0019723039978510794,0.0011244786618961557,0.0004174695509624459,4,2
WAS,protein,17,,,0.0018527782024130416,0.0011258360568999818,0.00023592466104720744,6,6
ACTR3B,protein,1,,,0.0,0.0003277994486884064,0.00010973981572755407,1,2
SQSTM1,protein,62,,,0.0130898879135431,0.0011249934886055813,0.0017722344891228222,9,2
ACVR1B,protein,8,,,0.0012616591141281388,0.0011244909684613104,7.055269823719164e-05,4,2
ACVR2B,protein,5,,,0.00011283419251005665,0.0011221094348000228,8.480253906843002e-05,4,2
SMAD7,protein,21,,,0.0012043116772067325,0.0011261452311083072,0.00011040100282436481,8,2
SMURF1,protein,4,,,0.0,0.0010995924229005253,0.00015682984608088654,4,2
ZFYVE16,protein,4,,,6.107428569194998e-07,0.0011173875290464784,5.161589342854815e-05,3,2
BMP2,protein,5,,,0.0006415143868274697,0.0011237535062334958,4.395742785879624e-05,4,2
ACVRL1,protein,7,,,0.0013492034879115987,0.001126740520835938,6.651848170158216e-05,5,0
TGFBR2,protein,20,,,0.03138453405573776,0.0011302990368352356,0.0002462654423084439,8,3
ASPA,protein,1,,,0.0,2.822835724792712e-07,0.00017470300489168413,1,46
ACYP2,protein,3,,,0.0006856482870961874,0.0010349561107054412,0.00032236658940486485,1,4
ADA,protein,1,,,0.0,0.00021885675437263144,0.0001221174146987014,1,5
MIR155,protein,8,,,0.004764422164655439,0.0011291162676549309,0.00016496444115644037,4,5
MAPK1,protein,63,,,0.011245678877017853,0.0011293318429463361,0.00044472848720630723,9,2
NCK1,protein,10,,,0.0003097030333687051,0.0011226384485401547,0.00015593807459652237,5,1
PTK6,protein,3,,,0.003958248833089681,0.001128983470126754,4.5862126572408766e-05,3,1
SH3PXD2A,protein,1,,,0.0,0.0010988981289354236,4.467285606827445e-05,1,1
SRC,protein,35,,,0.03397094977437822,0.0011299249846125515,0.00028977279154217847,9,15
ADAM17,protein,4,,,3.465055327201138e-05,0.0011245529611816558,4.714604782925456e-05,4,2
MAPK3,protein,37,,,0.0016671703712231195,0.0011273776719602543,0.000305667734262709,9,5
ADAM23,protein,2,,,0.000341381620476265,0.0007288149598358785,8.317416587847017e-05,1,4
ADAM8,protein,2,,,0.0,0.0011169470908111761,3.4332300614562935e-05,2,4
SELPLG,protein,8,,,0.0011860230223887784,0.001123316223449351,6.582367050510894e-05,5,5
ADAMTS10,protein,2,,,0.0,0.0010348966533570334,9.756371545735402e-05,2,4
VWF,protein,2,,,0.00034338457282680033,0.001125397152177334,7.78634796751197e-05,1,0
SERPINA1,protein,6,,,0.0002738573269864739,0.0011220161712253705,0.00028044282222695075,4,13
SERPINA3,protein,3,,,0.00020190163939374145,0.0011220066415141693,6.968820836132128e-05,2,5
ADAMTS6,protein,1,,,0.0,0.0007955164199547335,7.444328897785685e-05,1,2
ADAMTS9,protein,1,,,0.0,0.0011240462799772628,2.934913022661482e-05,1,1
MMP10,protein,1,,,0.0,0.00017473353136466887,0.00017470300489168413,1,47
ADAP1,protein,4,,,0.0,0.0011013352813500083,7.714316339387565e-05,4,5
PRKD1,protein,6,,,0.0013046330242992607,0.0011291700388604512,4.6481656190256054e-05,4,5
IKBKG,protein,156,,,0.07021494282174802,0.0011290206870444958,0.003758592071682956,9,1
STAT1,protein,100,,,0.029465776173657615,0.0011303462425544379,0.0013604523123534355,9,10
STAT2,protein,30,,,0.006239446590710722,0.0011297853252236598,0.0003384666196929423,9,0
ADAT1,protein,1,,,0.0,0.0007287228744615554,6.052706130751702e-05,1,4
IRAK1,protein,73,,,0.030222215904184918,0.00112979061646577,0.0015382341159046553,9,1
IRAK2,protein,31,,,0.0029733734861650185,0.0011267483005860401,0.001175834757222017,9,1
ADD1,protein,2,,,0.0,0.0011271289530733208,7.458362306008042e-05,2,4
YWHAE,protein,63,,,0.008872370166125352,0.0011266142293340237,0.0009691003107805143,9,5
ADH5,protein,2,,,0.0,0.0007955164199547335,0.00015469873888035177,2,3
ADH6,protein,1,,,0.0,0.0002659247227135674,0.0001257203537996516,1,13
C1QA,protein,5,,,0.0004266387717610704,0.0011246585012764888,0.00011393221525941173,3,0
SRPK1,protein,143,,,0.030955851862202833,0.0008924006875723402,0.008532527715490023,7,3
ADPRH,protein,2,,,0.0003435571076838801,0.0004127259330907982,0.00012958277300122303,1,3
ADRA1D,protein,1,,,0.0,0.0007955164199547335,7.444328897785685e-05,1,2
ADRA2A,protein,2,,,5.863131426427197e-06,0.0010840677652542616,0.00010084314823644258,2,2
SNTA1,protein,48,,,0.010582137977078174,0.0009344006182123246,0.00273477571903848,4,2
EIF2B1,protein,4,,,0.0010245660757069342,0.0011045022196069488,0.00012428194072866018,2,2
ADRA2C,protein,1,,,0.0,0.0010838373637288993,5.260530999233835e-05,1,2
ADRB1,protein,4,,,0.003312626926171765,0.001126796812039567,0.00012698687190531517,3,2
GPRASP1,protein,20,,,0.004680311164256597,0.0010895203836067248,0.0006474723680217654,4,11
CFTR,protein,33,,,0.04242069687096633,0.001126857457231066,0.0003843372215521203,7,0
OPRD1,protein,1,,,0.0,0.0011169353985123818,2.676222955572713e-05,1,6
SEC22B,protein,2,,,0.0,0.0008327505805794585,0.00012796776799223411,2,7
SLC9A3R1,protein,10,,,0.013574897205054169,0.0011305146033439928,7.492306491313848e-05,6,6
SNX1,protein,11,,,1.3741714280688744e-06,0.0010640393018342173,0.0003441860018645728,2,11
ADRB3,protein,1,,,0.0,0.0008141594172449484,6.082363335616054e-05,1,4
ADSS,protein,1,,,0.0,0.00021885675437263144,0.0001221174146987014,1,5
AFAP1,protein,1,,,0.0,0.0008524024429987367,6.374233359277508e-05,1,0
AFF1,protein,1,,,0.0,0.0009761567832626313,5.6698372284493264e-05,1,0
AP2B1,protein,13,,,0.0028452499220796203,0.0006613265447740576,0.0007995267037253771,3,12
AFG3L1P,protein,1,,,0.0,2.822835724792712e-07,0.00017470300489168413,1,66
AFP,protein,3,,,0.0,0.001126017701882223,3.55019114425861e-05,3,6
HMGB1,protein,10,,,0.0021903077540554997,0.0011285044639938642,0.0001278487817276811,6,6
AGER,protein,13,,,0.001283649939104127,0.0011262295808201768,6.927713078141519e-05,6,1
CIRBP,protein,6,,,0.0,0.0011196071406667954,0.00020673867259736397,6,9
S100A4,protein,6,,,3.666665211845863e-05,0.0011216140220457296,6.361580683704605e-05,6,5
AGO1,protein,6,,,0.000686280551368065,0.0011127083210097342,0.00013285870111601864,4,9
MEX3B,protein,5,,,9.161142853792495e-08,0.0011063879741740033,5.31302802100136e-05,4,1
MEX3C,protein,6,,,2.595657141907874e-06,0.0011065693560162067,7.861021632428509e-05,4,1
AGO2,protein,6,,,0.00010852624279024364,0.0011284551168596467,0.00014806443597215762,5,1
DHX58,protein,15,,,0.0006857094098535346,0.0011199547235377352,0.00042757338250736047,7,3
RBM4,protein,3,,,0.0,0.0011247731817594986,0.00010255507677777481,3,8
TBK1,protein,51,,,0.009555396646688937,0.0011289460259512644,0.001481471429351123,9,1
PHF11,protein,7,,,0.004588010708328987,0.0011301123250513718,0.0004966600288095829,4,18
REN,protein,1,,,0.0,0.0011220388616655166,7.477804683293082e-05,1,10
STAT3,protein,90,,,0.027534392384028585,0.0011300830921706375,0.0029016764563274387,9,5
ARRB2,protein,18,,,0.000807034544757003,0.0011237355258824273,0.00023988076439486396,9,12
AGTR1,protein,5,,,0.0,0.0011155980227076276,0.00010164969017309561,4,3
RAF1,protein,32,,,0.01389235675833412,0.0011304222405317146,0.00015739875725539532,9,1
ARAF,protein,6,,,0.0,0.0010874663052855354,0.00033176117860248824,4,1
AGXT2,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
AHCY,protein,4,,,0.0010238819709997014,0.0007432852559390899,0.00018884071634044192,2,10
BID,protein,10,,,0.0003528598859008609,0.0011230261029197405,0.0001944568000884285,7,2
AHR,protein,7,,,0.0019043031835575188,0.001125630491784189,8.901187186833738e-05,4,1
LY96,protein,13,,,0.0007963579389047905,0.0011276920483801309,0.0001032612574946989,6,1
AHSG,protein,3,,,3.7513491934332636e-05,0.0011274647265943807,5.139685438518255e-05,3,1
AICDA,protein,4,,,0.000385387193562878,0.0011266240662421902,0.00014259521438686576,3,3
MIR93,protein,1,,,0.0,0.001124052200770921,2.630058439912122e-05,1,3
AIDA,protein,1,,,0.0,0.0008524024429987367,6.374233359277508e-05,1,0
AIG1,protein,1,,,0.0,0.00011920690379037903,0.00015309088564287226,1,2
IRF1,protein,118,,,0.032301985400874256,0.0011301065704277364,0.0012341639777166808,9,1
POPDC3,protein,2,,,7.939657139953494e-07,0.001121973061917301,3.1538411878718654e-05,2,0
PRDM1,protein,36,,,0.0026772255857049313,0.0011259285856994434,0.0007523300656136244,9,0
PYCARD,protein,19,,,0.01982404173831726,0.001130360289895509,0.000131098692680733,9,1
AIMP1,protein,3,,,3.908754284284798e-06,0.001121737607431562,0.00010855188224252471,3,3
BYSL,protein,59,,,0.00722129401666545,0.000664666302145747,0.002794207102381214,7,2
AIMP2,protein,2,,,0.0,0.00046880797244474204,0.00018416214651802864,2,10
IRF7,protein,57,,,0.013166480475054929,0.0011300234801951729,0.0009248885503454053,9,1
CTNNB1,protein,123,,,0.07701046412328359,0.0011313472404198214,0.0009843486096996785,9,2
AJUBA,protein,3,,,0.0,0.0011074451056091456,4.014805480260467e-05,3,1
AKAP13,protein,2,,,0.0013672951421031352,0.0011172952737001625,2.760271104486246e-05,2,2
CREB1,protein,121,,,0.04050696333606607,0.0011293410377525364,0.004064319036728316,9,4
AKAP5,protein,2,,,0.0024172771740654853,0.001124413715042269,2.648028500289446e-05,2,7
AKAP8,protein,4,,,0.0,0.0007345700637619838,0.00028522561437463,4,9
AKAP9,protein,3,,,0.0,0.000865602694690391,0.00023797570155067335,3,8
CD40,receptor,26,,,0.0023392178686763173,0.0011287565459780105,0.00019421888699603857,9,1
AKNA,protein,2,,,1.9744270146707507e-05,0.0011243212072161281,2.9013640168000205e-05,2,0
NFAT5,protein,12,,,0.0013779697484148287,0.0011229983719719407,0.00014946578492968223,7,0
CARHSP1,protein,4,,,0.0003408616474036867,0.0011086278519358468,5.4236427222033724e-05,3,1
CDKN1B,protein,17,,,0.0,0.0011196127888584407,0.0002883639785696891,9,4
CSDC2,protein,3,,,0.0,0.0011086203204018288,5.332450037711976e-05,3,1
CTNND2,protein,1,,,0.0,0.0011185431351500145,2.9903282224634665e-05,1,1
GRB10,protein,4,,,0.0001037095351694674,0.0011245481747354932,0.00011477874102802687,4,3
HSP90AA1,protein,23,,,0.0011436515543036012,0.0011260563232758946,0.0002534718833148922,9,5
HTT,protein,4,,,7.259348595285402e-05,0.0011262195221964364,0.00010726245980225557,4,11
ITGB1,protein,17,,,0.006775288117143823,0.0011288004078044394,0.0001166882312396774,7,2
NCF1,protein,9,,,0.0023672249834171457,0.0011292396732876485,7.345915406117194e-05,6,9
PHLPP1,protein,4,,,0.0003403867948324318,0.0011213091434165556,0.00022889160902931486,3,78
RICTOR,protein,23,,,0.0013361173493889138,0.0011140738929478649,0.00028065123170764545,7,2
SMARCB1,protein,10,,,0.0,0.0011040130022619858,0.00013411521338584675,6,0
TERT,protein,9,,,0.0009661201535757862,0.0011225625850450694,7.014777683425029e-05,5,0
TSC2,protein,36,,,0.006193393730904974,0.001126868900452077,0.0001826904885596189,9,5
AKT1S1,protein,9,,,0.00042126000733254626,0.00112500763132977,0.00037309701109013583,6,2
YWHAZ,protein,33,,,0.004663192931968117,0.0011281531605222132,0.0009036046362805643,9,5
APPL1,protein,6,,,4.557515511188577e-05,0.0011168295044166885,0.00010115831898084115,4,1
CASP3,protein,47,,,0.033759810159372385,0.0011291868146863274,0.00024669118872645254,9,6
AKT2,protein,26,,,0.0035384843385195828,0.001127621458820635,0.0002519322626093171,9,1
CLIP3,protein,2,,,0.0,0.0011099292408064856,5.258494730818716e-05,2,1
KHSRP,protein,15,,,0.0029959835009814428,0.001126405635824827,0.0003046900526846397,9,7
MYO5A,protein,1,,,0.0,0.0011263317774785513,2.7443299104001222e-05,1,1
PHLPP2,protein,3,,,0.0,0.0011213059708302952,4.344810223636863e-05,3,1
SH3RF1,protein,3,,,0.0,0.001120709843392765,3.9809880946496474e-05,3,1
TCL1A,protein,7,,,0.0,0.0011123224039042855,0.000319104413801258,5,1
ZFP36L1,protein,3,,,0.0,0.0011194438196161546,0.00033798300206576285,3,3
PLEKHO1,protein,3,,,0.0,0.0011136975348398515,5.8227517810039486e-05,3,1
PPP2CA,protein,13,,,0.01934425826164744,0.0011291413142887092,0.00022692160269448123,7,5
PRKCZ,protein,43,,,0.01635240539678903,0.0011297278149194577,0.0002891149021758743,9,1
ALAS1,protein,29,,,0.007160282836238527,0.0006583096018176741,0.0018786533626328453,3,2
ALAS2,protein,2,,,0.0003417008614079149,0.0010658046652047468,0.00023806296567994867,1,0
ALB,protein,3,,,0.0004629794509806753,0.0011257826027473775,6.921325805653536e-05,3,5
EGFR,protein,43,,,0.013354724273197768,0.001128700747638716,0.0004904773285082056,9,0
ALCAM,protein,2,,,0.0,0.0010732500998064652,7.834218335582151e-05,2,0
ALDH3B1,protein,9,,,1.995093332603699e-06,0.0004682632292583174,0.0003931574024850664,4,2
ALDOA,protein,4,,,0.0003397841577582345,0.0008326883415694229,0.00020102818219314847,3,8
ALK,protein,2,,,0.0,0.0010869224278019114,4.996382581017202e-05,2,1
ALKBH1,protein,1,,,0.0,0.0008609486026329397,8.674614169580705e-05,1,0
MBD1,protein,5,,,4.275199998436498e-07,0.0011192830299546282,6.79169738665868e-05,3,0
ALOX12,protein,2,,,1.2560944757311029e-05,0.0011225026283395035,3.982561073184747e-05,2,0
ALOX15,protein,1,,,0.0,0.0011209555106097885,2.8174239932859803e-05,1,1
ALOX5AP,protein,5,,,3.1355829104178955e-05,0.0011136997703224503,7.50849775888971e-05,4,4
APEX1,protein,7,,,0.001847681409382408,0.0011241995575350491,0.00010468368680813813,4,3
ALOX5,protein,15,,,0.003769943101077627,0.0011197309620954202,0.0007219230146427853,4,2
COTL1,protein,2,,,0.0,0.001118459256438621,4.61285723410377e-05,2,5
HSD17B4,protein,2,,,0.0,0.0011134011893183075,5.1959859099459264e-05,2,6
IKZF3,protein,7,,,6.822695703627291e-05,0.001118829590083721,0.00022956641622809879,5,2
NLRP10,protein,5,,,0.0033737618903480564,0.0011257672984332963,4.8971185120072445e-05,4,1
ZNF433,protein,1,,,0.0,0.0011134011893183075,2.6904812110606392e-05,1,2
CEBPE,protein,17,,,0.0014174409643235074,0.0011260163307571813,0.00022701373656450983,6,4
ALPI,protein,3,,,9.161142853792495e-08,0.0004677597342055262,0.00014893668811099116,3,2
MAP3K14,protein,24,,,0.003585009399694059,0.001129273459420771,7.819604991776412e-05,9,1
TRAF3,protein,62,,,0.010482408616461032,0.0011279169396257026,0.001198759980336202,9,1
IL1B,protein,25,,,0.019697952813389697,0.0011301979607757635,0.00011210653069667987,9,1
ALPP,protein,4,,,0.001730069762506373,0.0011276152711961387,0.00018585632057666545,2,2
ALS2,protein,2,,,5.8152899026351657e-05,0.0011204393944008431,6.241784662830079e-05,2,4
ALS2CR11,protein,1,,,0.0,0.000944187428755125,6.514980352460719e-05,1,4
ALX1,protein,1,,,0.0,5.822510208752712e-08,0.00017470300489168413,1,67
ALYREF,protein,3,,,0.0,0.0002228789360139108,0.0002733469745535677,3,5
AMBP,protein,2,,,0.0,0.0011218113181024091,0.00014736293816370937,2,2
AMBRA1,protein,4,,,0.0,0.0010987956272117377,0.00022813047334265064,3,10
CUL4A,protein,23,,,0.00411301417906724,0.0011166878940193955,0.0017516616666089055,6,10
