source,target,weight,interaction
TNFRSF1A,CHUK,13.0,physical association
CIRBP,TLR2,10.0,physical association
CIRBP,TLR4,10.0,physical association
IL2RB,CISH,4.0,physical association
CLEC7A,TLR2,4.0,physical association
IL7R,CLIC1,111.0,physical association
TLR4,CNPY3,2.0,physical association
IL7R,COTL1,111.0,physical association
IL1RAPL1,CREB1,171.0,physical association
CREB1,TLR9,5.0,physical association
CSF2RB,IL5RA,3.0,physical association
CXCL1,CXCR2,11.0,physical association
CXCR4,CXCL12,1.0,physical association
CXCL5,CXCR1,6.0,physical association
CXCL5,CXCR2,11.0,physical association
CXCL6,CXCR1,6.0,physical association
CXCL6,CXCR2,6.0,physical association
CXCL8,CXCR1,11.0,physical association
CXCL8,CXCR2,11.0,physical association
CXCR2,CXCR1,6.0,physical association
LASP1,CXCR1,6.0,physical association
CXCR1,MMP1,5.0,physical association
CXCR1,NCSTN,5.0,physical association
CXCR1,PSEN1,5.0,physical association
CXCR1,TMED2,5.0,physical association
CXCR2,DNAH5,4.0,physical association
GPRASP1,CXCR2,51.0,physical association
GTF3A,CXCR2,4.0,physical association
CXCR2,IQGAP1,4.0,physical association
LASP1,CXCR2,6.0,physical association
CXCR2,NIPSNAP1,4.0,physical association
PPBP,CXCR2,11.0,physical association
CXCR2,PPP2CA,1.0,physical association
CXCR2,PPP2R1A,1.0,physical association
ST13,CXCR2,5.0,physical association
CXCR2,VASP,4.0,physical association
CXCR2,VCP,4.0,physical association
CXCR2,YWHAG,4.0,physical association
GATA3,CXCR3,103.0,physical association
LASP1,CXCR3,6.0,physical association
TBX21,CXCR3,103.0,physical association
CXCR4,FLOT1,6.0,physical association
FTH1,CXCR4,1.0,physical association
GNA11,CXCR4,18.0,physical association
HADHA,CXCR4,6.0,physical association
HIF1A,CXCR4,1.0,physical association
CXCR4,HSPA1B,6.0,physical association
CXCR4,HSPA8,1.0,physical association
IRF1,CXCR4,2.0,physical association
IRF2,CXCR4,2.0,physical association
CXCR4,ITGA4,3.0,physical association
ITGA5,CXCR4,3.0,physical association
JAK2,CXCR4,5.0,physical association
JAK3,CXCR4,5.0,physical association
CXCR4,JUN,2.0,physical association
KLF4,CXCR4,3.0,physical association
KTN1,CXCR4,6.0,physical association
LASP1,CXCR4,6.0,physical association
MOGS,CXCR4,6.0,physical association
MYC,CXCR4,9.0,physical association
NPM1,CXCR4,6.0,physical association
NRF1,CXCR4,4.0,physical association
CXCR4,PHB2,6.0,physical association
PIK3CG,CXCR4,18.0,physical association
PLEC,CXCR4,1.0,physical association
PPIA,CXCR4,2.0,physical association
RELA,CXCR4,12.0,physical association
SP1,CXCR4,3.0,physical association
CXCR4,SP3,3.0,physical association
CXCR4,USF1,9.0,physical association
USF2,CXCR4,9.0,physical association
YY1,CXCR4,9.0,physical association
ZAP70,CXCR4,18.0,physical association
NFATC3,CXCR5,8.0,physical association
CXCR5,POU2F1,8.0,physical association
RARA,CXCR5,8.0,physical association
CXCR5,RXRA,8.0,physical association
GATA3,CXCR6,103.0,physical association
TBX21,CXCR6,103.0,physical association
TLR2,CYBB,2.0,physical association
TNFRSF1A,DAB2IP,16.0,physical association
DBNL,IL7R,111.0,physical association
TLR2,DCN,2.0,physical association
DCN,TLR4,2.0,physical association
TNFRSF10B,DDX5,8.0,physical association
TNFRSF10B,DGCR8,8.0,physical association
TLR1,DHX36,20.0,physical association
TLR2,DHX8,3.0,physical association
TNFRSF10B,DROSHA,8.0,physical association
IL7R,ECH1,111.0,physical association
TLR1,ECHS1,20.0,physical association
TLR10,ECHS1,20.0,physical association
TLR2,EEF1A1,3.0,physical association
TLR2,EEF2,3.0,physical association
EGFR,TLR2,12.0,physical association
EGFR,TLR4,12.0,physical association
EGR1,IL1R1,272.0,physical association
EIF1,IL2RA,4.0,physical association
ELAVL1,TLR4,1.0,physical association
ELF1,IL2RA,27.0,physical association
ELK1,TLR9,5.0,physical association
ELOF1,TLR9,5.0,physical association
ELOVL1,TLR9,2130.0,physical association
IL7R,ENO1,111.0,physical association
ENO2,IL7R,111.0,physical association
TNFRSF1A,ERAP1,3.0,physical association
ERC1,TLR9,2130.0,physical association
IL7R,ERP29,111.0,physical association
ETS2,TLR9,5.0,physical association
IL7R,EZR,111.0,physical association
IL7R,F13A1,111.0,physical association
F2RL1,TLR4,1.0,physical association
TNFRSF10A,FADD,18.0,physical association
TNFRSF10B,FADD,8.0,physical association
TNFRSF1A,FADD,2.0,physical association
IL7R,FGG,111.0,physical association
TLR1,FLNA,20.0,physical association
TLR10,FLNA,20.0,physical association
FREM1,IL1R1,2.0,physical association
TLR10,FUT7,20.0,physical association
IL7R,FYN,4.0,physical association
GAPDH,IL7R,111.0,physical association
IL2RA,GATA1,4.0,physical association
GATA3,IL1R1,103.0,physical association
GATA3,IL1RL1,103.0,physical association
GATA3,IL1RL2,103.0,physical association
GATA3,IL2RA,103.0,physical association
GATA3,IL4R,103.0,physical association
TLR10,GLDC,20.0,physical association
GLI2,IL6R,1.0,physical association
TNFRSF1A,GNB2L1,7.0,physical association
GPR75-ASB3,TNFRSF1B,8.0,physical association
IL7R,GRB2,111.0,physical association
IL7R,GSN,111.0,physical association
IL7R,GSTP1,111.0,physical association
TLR2,HLA-DRA,1.0,physical association
IL2RA,HMGA1,27.0,physical association
HMGB1,TLR9,4.0,physical association
TNFRSF10B,HNRNPA1,8.0,physical association
HRAS,TLR2,2.0,physical association
TLR2,HSP90AB1,3.0,physical association
TLR1,HSP90B1,5.0,physical association
TLR2,HSP90B1,5.0,physical association
HSP90B1,TLR4,5.0,physical association
HSPA14,TLR4,1.0,physical association
IL7R,HSPA1A,111.0,physical association
IL7R,HSPA1L,111.0,physical association
IL7R,HSPA5,111.0,physical association
IL7R,HSPA6,111.0,physical association
IL7R,HSPA8,111.0,physical association
TLR2,HSPA8,3.0,physical association
TLR2,HSPA9,3.0,physical association
IL7R,HSPB1,111.0,physical association
IL7R,HSPD1,111.0,physical association
TLR1,HSPD1,20.0,physical association
TNFRSF1A,IKBKB,10.0,physical association
IKBKG,TNFRSF1A,8.0,physical association
IL4R,IL13,2.0,physical association
IL2RG,IL13RA1,23.0,physical association
IL4R,IL13RA1,2.0,physical association
IL2RB,IL15,3.0,physical association
IL1R1,IL1A,3.0,physical association
IL1R2,IL1A,3.0,physical association
IL1R1,IL1B,3.0,physical association
IL1R2,IL1B,3.0,physical association
IL1RAP,IL1B,2.0,physical association
IL1R1,IL1RAP,8.0,physical association
IL1R1,IL1RN,3.0,physical association
IL1R1,IRAK1,26.0,physical association
IRAK2,IL1R1,12.0,physical association
IRAK4,IL1R1,26.0,physical association
MYD88,IL1R1,26.0,physical association
RAC1,IL1R1,10.0,physical association
IL1R1,SIGIRR,8.0,physical association
TBX21,IL1R1,103.0,physical association
TMED7,IL1R1,21.0,physical association
TRAF6,IL1R1,26.0,physical association
IL1R2,IL1RAP,2.0,physical association
IL1R2,IL1RN,3.0,physical association
IL1RAP,IL1RL1,4.0,physical association
IL33,IL1RAP,5.0,physical association
IL1RAP,IRAK1,12.0,physical association
IRAK2,IL1RAP,5.0,physical association
MYD88,IL1RAP,12.0,physical association
IL1RAP,PIK3CG,1.0,physical association
TMED7,IL1RAP,21.0,physical association
TOLLIP,IL1RAP,2.0,physical association
IL1RAPL1,IL37,2.0,physical association
IL33,IL1RL1,13.0,physical association
IRAK4,IL1RL1,10.0,physical association
TBX21,IL1RL1,103.0,physical association
TBX21,IL1RL2,103.0,physical association
IL2,IL2RA,19.0,physical association
IL2RB,IL2,19.0,physical association
IL2,IL2RG,5.0,physical association
IL21,IL2RG,5.0,physical association
IL2RB,IL2RA,6.0,physical association
IL2RG,IL2RA,3.0,physical association
IRF1,IL2RA,17.0,physical association
IL2RA,REL,5.0,physical association
IL2RA,RELA,22.0,physical association
IL2RA,SNTA1,184.0,physical association
IL2RA,STAT4,17.0,physical association
IL2RA,STAT5A,4.0,physical association
STAT5B,IL2RA,18.0,physical association
TBX21,IL2RA,103.0,physical association
TCF4,IL2RA,1.0,physical association
IL2RB,IL2RG,6.0,physical association
IL2RB,JAK1,13.0,physical association
IL2RB,JAK3,3.0,physical association
IL2RB,PTPN6,4.0,physical association
IL2RB,RAF1,1.0,physical association
IL2RB,SOCS3,10.0,physical association
IL2RB,STAT4,15.0,physical association
IL2RB,STAT5A,15.0,physical association
IL2RB,STAT5B,15.0,physical association
IL2RB,VCP,3.0,physical association
IL2RG,IL4,4.0,physical association
IL2RG,IL4R,4.0,physical association
IL2RG,IL7,4.0,physical association
IL7R,IL2RG,111.0,physical association
JAK2,IL2RG,7.0,physical association
JAK3,IL2RG,3.0,physical association
IL3RA,IL3,8.0,physical association
PLCG1,IL3RA,89.0,physical association
IL4R,IL4,4.0,physical association
IL4R,JAK1,13.0,physical association
IL4R,JAK2,8.0,physical association
IL4R,JAK3,23.0,physical association
PTPN6,IL4R,1.0,physical association
IL4R,STAT5A,14.0,physical association
IL4R,STAT5B,14.0,physical association
IL4R,STAT6,6.0,physical association
TBX21,IL4R,103.0,physical association
IL5RA,IL5,4.0,physical association
IL6,IL6R,4.0,physical association
IL6ST,IL6R,8.0,physical association
ZFP91,IL6R,4.0,physical association
IL7R,IL7,4.0,physical association
IL7R,ITGA2B,111.0,physical association
IL7R,JAK1,111.0,physical association
IL7R,JAK3,111.0,physical association
IL7R,LCP1,111.0,physical association
IL7R,LDHB,111.0,physical association
LGALS1,IL7R,111.0,physical association
IL7R,LGALSL,111.0,physical association
MAPK1,IL7R,111.0,physical association
IL7R,MAPK3,111.0,physical association
IL7R,MAPRE1,111.0,physical association
IL7R,MSN,111.0,physical association
IL7R,MTPN,111.0,physical association
IL7R,MYL1,111.0,physical association
IL7R,MYL3,111.0,physical association
IL7R,MYL6,111.0,physical association
IL7R,NAPA,111.0,physical association
IL7R,NFKB1,25.0,physical association
IL7R,NSFL1C,111.0,physical association
IL7R,P4HB,111.0,physical association
IL7R,PARK7,111.0,physical association
PDIA3,IL7R,111.0,physical association
IL7R,PDIA6,111.0,physical association
IL7R,PDLIM1,111.0,physical association
IL7R,PEBP1,111.0,physical association
IL7R,PFN1,111.0,physical association
IL7R,PLEK,111.0,physical association
IL7R,PPBP,111.0,physical association
IL7R,PRDX2,111.0,physical association
IL7R,PRDX3,111.0,physical association
IL7R,PRDX6,111.0,physical association
IL7R,PSMA5,111.0,physical association
PSME1,IL7R,111.0,physical association
PSME2,IL7R,111.0,physical association
IL7R,RAD21,247.0,physical association
IL7R,RELA,25.0,physical association
IL7R,RPSA,111.0,physical association
IL7R,S100A4,111.0,physical association
IL7R,SH3BGRL,111.0,physical association
SOD1,IL7R,111.0,physical association
IL7R,SOD2,111.0,physical association
IL7R,SRI,111.0,physical association
IL7R,STAT1,111.0,physical association
IL7R,STAT3,111.0,physical association
IL7R,STAT5A,111.0,physical association
IL7R,TAGLN2,111.0,physical association
IL7R,TF,111.0,physical association
IL7R,TPM3,111.0,physical association
IL7R,TPM4,111.0,physical association
TSLP,IL7R,2.0,physical association
TTR,IL7R,111.0,physical association
IL7R,TUBA1A,111.0,physical association
IL7R,TUBA1B,111.0,physical association
IL7R,TUBA1C,111.0,physical association
TUBA3C,IL7R,111.0,physical association
IL7R,TUBA4A,111.0,physical association
TUBA8,IL7R,111.0,physical association
IL7R,TUBB,111.0,physical association
IL7R,TUBB1,111.0,physical association
IL7R,TUBB2A,111.0,physical association
IL7R,TUBB3,111.0,physical association
IL7R,TUBB4A,111.0,physical association
IL7R,TUBB4B,111.0,physical association
TUBB6,IL7R,111.0,physical association
IL7R,TUBBP1,111.0,physical association
IL7R,TXN,111.0,physical association
IL7R,VCL,111.0,physical association
IL7R,VCP,111.0,physical association
IL7R,YWHAB,111.0,physical association
IL7R,YWHAZ,111.0,physical association
IL7R,ZYX,111.0,physical association
IL9R,JAK1,2.0,physical association
TNFRSF10B,ILF2,8.0,physical association
TNFRSF10B,ILF3,8.0,physical association
TLR2,IRAK1,5.0,physical association
TLR4,IRAK1,2.0,physical association
IRAK1,TLR5,1.0,physical association
IRAK1,TNFRSF13B,51.0,physical association
IRAK2,TLR3,3.0,physical association
IRAK4,TLR4,18.0,physical association
IRAK4,TLR5,1.0,physical association
IRAK4,TNFRSF13B,51.0,physical association
IRF1,TLR3,8.0,physical association
IRF2,TLR3,8.0,physical association
IRF4,TLR4,27.0,physical association
TNFRSF10B,IRF5,3.0,physical association
IRF8,TLR3,5.0,physical association
IRF8,TLR4,5.0,physical association
TNFRSF1A,JAK1,4.0,physical association
TNFRSF1A,JAK2,11.0,physical association
KRT31,TLR9,2130.0,physical association
KRT36,TLR9,2130.0,physical association
KRT8,TNFRSF1B,2.0,physical association
KRT82,TLR9,2130.0,physical association
KRT85,TLR9,2130.0,physical association
TNFRSF14,LTA,2.0,physical association
TNFRSF1A,LTA,5.0,physical association
TLR10,LUC7L3,20.0,physical association
LY86,TLR4,5.0,physical association
LY96,TLR2,3.0,physical association
LY96,TLR4,10.0,physical association
LYAR,TLR9,2130.0,physical association
LYN,TLR2,4.0,physical association
MAL,TLR4,3.0,physical association
TLR3,MAP3K7,26.0,physical association
TNFRSF11A,MAP3K7,13.0,physical association
TNFRSF1A,MAP3K7,11.0,physical association
TNFRSF1A,MAPKAP1,5.0,physical association
MAPKAP1,TNFRSF1B,5.0,physical association
TLR2,MARCKSL1,3.0,physical association
MBL2,TLR4,4.0,physical association
TLR2,MIR105-1,1.0,physical association
MIR146A,TLR4,1.0,physical association
TLR8,MIR16-1,3.0,physical association
TLR8,MIR21,3.0,physical association
MIR29A,TLR8,3.0,physical association
TLR4,MIRLET7B,1.0,physical association
TLR1,MYD88,13.0,physical association
TLR10,MYD88,6.0,physical association
MYD88,TLR2,20.0,physical association
MYD88,TLR3,5.0,physical association
MYD88,TLR4,13.0,physical association
MYD88,TLR5,20.0,physical association
TLR6,MYD88,13.0,physical association
MYD88,TLR7,20.0,physical association
MYD88,TLR8,20.0,physical association
MYD88,TLR9,17.0,physical association
MYD88,TNFRSF13B,51.0,physical association
TLR4,MYH9,3.0,physical association
TLR2,NEU1,3.0,physical association
TLR3,NEU1,3.0,physical association
NEU1,TLR4,3.0,physical association
TNFRSF10B,NFKB2,23.0,physical association
NOX4,TLR4,2.0,physical association
TLR2,PIK3R1,4.0,physical association
PIK3R1,TLR3,10.0,physical association
TLR5,PIK3R1,4.0,physical association
PKN1,TNFRSF1B,10.0,physical association
TNFRSF10B,PRDM1,42.0,physical association
TNFRSF1A,PRKCB,10.0,physical association
TNFRSF1A,PRKCD,10.0,physical association
TLR2,PRKCZ,3.0,physical association
PRKD1,TLR5,1.0,physical association
TLR2,PSMD2,20.0,physical association
TLR10,PTPN6,20.0,physical association
PTPN6,TLR2,3.0,physical association
RAC1,TLR2,1.0,physical association
RAD21,TNFRSF14,247.0,physical association
RALBP1,TLR3,11.0,physical association
RALBP1,TNFRSF1A,11.0,physical association
TNFRSF10C,RAP1A,22.0,physical association
TNFRSF1A,RIPK1,13.0,physical association
RIPK2,TLR2,1.0,physical association
RIPK2,TLR4,3.0,physical association
RNF216,TLR4,17.0,physical association
RNF216,TLR9,17.0,physical association
TLR2,RPS27A,3.0,physical association
TLR3,SCARF1,1.0,physical association
TLR2,SFTPA1,2.0,physical association
SFTPA1,TLR4,6.0,physical association
SFTPA2,TLR4,6.0,physical association
TLR2,SFTPD,2.0,physical association
SFTPD,TLR4,2.0,physical association
TNFRSF1A,SH3KBP1,32.0,physical association
SIGIRR,TLR4,10.0,physical association
SNAPIN,TLR2,1.0,physical association
SPI1,TLR4,10.0,physical association
TNFRSF1A,SQSTM1,13.0,physical association
TLR3,SRC,10.0,physical association
SRC,TLR4,6.0,physical association
TNFRSF1A,SRC,32.0,physical association
TLR8,STAT1,3.0,physical association
TLR4,STK11IP,788.0,physical association
SYK,TLR4,5.0,physical association
TNFRSF11A,TAB2,13.0,physical association
TLR3,TAB3,26.0,physical association
TLR2,TFG,3.0,physical association
TICAM1,TLR2,4.0,physical association
TICAM1,TLR3,8.0,physical association
TICAM1,TLR4,8.0,physical association
TICAM1,TLR5,2.0,physical association
TLR4,TICAM2,788.0,physical association
TLR1,TIRAP,13.0,physical association
TLR2,TIRAP,13.0,physical association
TIRAP,TLR4,788.0,physical association
TLR10,TLR1,6.0,physical association
TLR1,TLR2,8.0,physical association
TLR1,TLR4,2.0,physical association
TRAP1,TLR1,20.0,physical association
TLR10,TLR2,6.0,physical association
TLR10,TP53,7.0,physical association
TOLLIP,TLR2,13.0,physical association
TP53,TLR2,7.0,physical association
TRIP6,TLR2,8.0,physical association
TLR2,TUBB,3.0,physical association
TLR2,TUBB2A,3.0,physical association
TLR2,TUBB4B,3.0,physical association
TLR2,UBA1,3.0,physical association
TLR2,VIM,3.0,physical association
TLR2,YWHAQ,3.0,physical association
TMED7,TLR3,8.0,physical association
TLR3,TOLLIP,788.0,physical association
TLR3,TRAF3,788.0,physical association
TRAF6,TLR3,26.0,physical association
TLR3,UNC93B1,2.0,physical association
TLR4,TLR5,1.0,physical association
TMED7,TLR4,8.0,physical association
TOLLIP,TLR4,13.0,physical association
TP53,TLR4,7.0,physical association
TLR4,TRAF3,788.0,physical association
TLR4,TREM1,1.0,physical association
UBQLN1,TLR4,4.0,physical association
TP53,TLR5,7.0,physical association
TLR6,TP53,7.0,physical association
TRAP1,TLR6,20.0,physical association
TLR7,TLR8,2.0,physical association
TLR8,TLR9,2.0,physical association
TP53,TLR8,7.0,physical association
TLR8,UNC93B1,2.0,physical association
VRK3,TLR9,2130.0,physical association
TNFRSF1A,TNF,434.0,physical association
TNFRSF1B,TNF,434.0,physical association
TNFRSF10A,TNFSF10,18.0,physical association
TNFRSF10B,TNFSF10,18.0,physical association
TNFRSF10B,TP53,23.0,physical association
TNFRSF10B,TRAF2,8.0,physical association
TNFRSF11A,TRAF2,11.0,physical association
TNFRSF11A,TRAF5,11.0,physical association
